propertyCode,address,district,neighborhood,latitude,longitude,distance,floor,price,propertyType,size,exterior,rooms,bathrooms,status,hasLift,idCity,distanceBeach,internet,zonaTranquila,distanceCoworking,safety,score,available,thumbnail
93468716,barrio La Roqueta,Extramurs,La Roqueta,39.4671267,-0.3788516999999999,465,3,1050,flat,93,False,3,2,good,True,1,4981,111,True,3000,1,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2e/6b/9e/889810137.jpg
91690232,barrio El Carme,Ciutat Vella,El Carme,39.481362,-0.3782338999999999,1141,3,800,penthouse,60,True,1,1,good,False,1,4581,126,False,3000,3,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/40/ea/59/821436126.jpg
89090584,barrio El Grau,Poblats Marítims,El Grau,39.4608659,-0.3349295,3806,3,1500,flat,100,True,3,2,good,False,1,2681,154,False,3000,3,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/5c/4f/918266644.jpg
95758939,Calle de Pepita,La Saïdia,Morvedre,39.4821864,-0.3759478,1235,5,650,flat,83,False,3,1,good,True,1,4381,126,False,3000,2,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ca/2e/69/927371284.jpg
95735326,Barracas,Poblats Marítims,El Cabanyal-El Canyamelar,39.4693848,-0.3305341,4013,4,650,flat,74,True,2,1,good,True,1,1663,155,True,3000,2,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/79/93/09/927172032.jpg
95098769,Calle del Almirante Cadarso,L'Eixample,Gran Vía,39.465569,-0.3679614,1007,2,650,flat,50,True,1,1,good,True,1,4208,211,True,3000,4,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/02/fc/f4/906188945.jpg
95728176,Calle de l'Hospital,Ciutat Vella,El Pilar,39.4691536,-0.3806373999999999,364,3,800,flat,56,True,2,2,good,True,1,5047,175,False,3000,2,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2c/69/c4/926549887.jpg
95726084,Calle de Don Juan de Austria,Ciutat Vella,Sant Francesc,39.469397,-0.3723067,464,2,750,flat,51,True,1,1,good,True,1,4366,139,False,3000,2,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b6/55/62/926502230.jpg
95689662,"Calle de la Marina, 3",Poblats Marítims,El Cabanyal-El Canyamelar,39.4727237,-0.3314011,3938,3,650,flat,50,True,1,1,good,False,1,1341,159,True,3000,2,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ed/a2/82/925578346.jpg
95648051,Jativa,Extramurs,La Roqueta,39.4691466,-0.3766541,225,3,600,flat,46,True,1,1,good,True,1,4725,111,False,3000,1,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/11/0e/ca/924294839.jpg
95600581,barrio Mestalla,El Pla del Real,Mestalla,39.4701847,-0.3551098,1902,5,700,flat,64,True,2,1,good,True,1,2994,204,False,3000,4,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/c1/54/922999688.jpg
95597748,Calle de l'Escultor José Capuz,Quatre Carreres,Mont-Olivet,39.4592476,-0.3632397,1785,4,1000,flat,95,True,2,2,good,True,1,4267,202,True,3000,1,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6f/e3/83/922935451.jpg
38232477,"Calle de ciscar, 27",L'Eixample,Gran Vía,39.4659621,-0.3653994,1166,7,899,penthouse,90,True,2,1,good,True,1,3994,172,False,3000,3,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/16/44/8c/884680624.jpg
95540304,"Calle Marina Alta, 4",Campanar,Sant Pau,39.4909629,-0.4023211,3082,2,1050,flat,100,True,3,2,good,True,1,6690,239,True,3000,3,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f9/72/5e/921307929.jpg
88065871,barrio Sant Pau,Campanar,Sant Pau,39.4922694,-0.4028504,3218,0,1100,flat,89,True,2,1,good,True,1,6754,182,True,3000,2,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5a/be/f7/923640095.jpg
95500504,barrio Sant Pau,Campanar,Sant Pau,39.4910085,-0.40436,3210,2,750,flat,76,True,2,2,good,True,1,6864,239,True,3000,1,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/19/be/920557589.jpg
95499468,Calle de l'Escultor José Capuz,Quatre Carreres,Mont-Olivet,39.4608155,-0.3634833999999999,1645,4,1000,flat,100,True,2,2,good,True,1,4174,202,False,3000,2,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a6/73/b9/919985527.jpg
95495338,Calle de Platero Suarez,La Saïdia,Morvedre,39.4849444,-0.3736397999999999,1567,3,730,flat,80,True,3,1,good,False,1,4181,130,False,3000,2,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/76/cc/f8/919887292.jpg
95483739,Plaza Comunión de San Juan s/n,Ciutat Vella,El Mercat,39.4743723,-0.3796286,415,1,750,flat,70,True,2,1,good,True,1,4807,139,False,3000,2,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ed/ec/b9/919576570.jpg
95468836,"Calle de Pelai, 17",Extramurs,La Roqueta,39.4666007,-0.3784954,514,1,730,flat,60,True,1,1,good,True,1,4975,111,True,3000,3,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bd/00/8a/921031247.jpg
95264251,"Cartagena, 5",L'Olivereta,Nou Moles,39.4705943,-0.3937274,1416,7,950,penthouse,78,True,2,1,good,True,1,6082,184,False,3000,3,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0c/12/8c/913766227.jpg
85974388,"Vicente Sancho Tello, 19",El Pla del Real,Mestalla,39.4697847,-0.3562097999999999,1810,5,750,flat,64,True,2,1,good,True,1,3098,175,True,3000,3,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c9/2b/a8/906023252.jpg
95753079,barrio L'Hort de Senabre,Jesús,L'Hort de Senabre,39.4541848,-0.390354,2194,2,600,flat,63,False,1,1,good,False,1,6505,253,False,3000,1,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/38/d9/c0/927218877.jpg
95747604,Calle Rodrigo de Pertegás,Camins al Grau,La Creu del Grau,39.4595971,-0.3456704,2997,2,650,flat,70,True,2,1,good,False,1,3218,176,False,3000,2,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8c/0c/04/927066205.jpg
95741707,"Calle Montesa, 9",Patraix,Barrio de Favara,39.4545828,-0.3924763,2256,4,625,flat,77,True,2,1,good,True,1,6641,253,False,3000,3,4,True,https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/6e/d6/80/926900279.jpg
95711138,WAKSMAN,Quatre Carreres,En Corts,39.454479,-0.3707418,1932,1,800,flat,85,True,2,2,good,False,1,5101,165,True,3000,1,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/eb/58/9b/926109108.jpg
95675019,Calle Reverendo R Tramoyeres,Benimaclet,Benimaclet,39.486792,-0.3612365999999999,2218,5,785,flat,67,True,2,1,good,True,1,3133,188,False,3000,4,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6c/85/55/925073154.jpg
93676738,"Avenida de las Cortes Valencianas, 26",Benicalap,Benicalap,39.4921435,-0.3999286999999999,3042,13,750,studio,55,True,0,1,good,True,1,6504,155,False,3000,4,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bd/5a/41/868932564.jpg
95627453,Calle del Mur de Santa Anna,Ciutat Vella,La Seu,39.4777199,-0.3758274,743,3,850,flat,58,False,1,1,good,True,1,4418,137,True,3000,2,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/62/f7/880388549.jpg
95596138,"Calle Palau, 7",Ciutat Vella,La Seu,39.4754722,-0.3736768,572,4,950,flat,95,True,2,1,good,False,1,4282,137,False,3000,3,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/9f/b3/922866043.jpg
95512158,"Calle Palau, 7",Ciutat Vella,La Seu,39.4754722,-0.3736768,572,4,950,flat,95,True,2,1,good,False,1,4282,137,False,3000,4,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/89/a4/8f/920545168.jpg
36568059,"Calle de Ripalda, 32",Ciutat Vella,El Carme,39.4786893,-0.3819052,931,1,690,studio,65,True,0,1,good,False,1,4921,194,True,3000,1,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/60/c5/84/278471384.jpg
95448538,Calle del Progrés,Poblats Marítims,El Cabanyal-El Canyamelar,39.4693362,-0.3303229,4031,1,650,flat,43,True,1,1,good,False,1,1663,155,True,3000,4,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c9/07/31/918676394.jpg
95409350,Calle dels Cavallers,Ciutat Vella,El Carme,39.4782966,-0.3780836999999999,800,1,970,flat,80,True,2,1,good,False,1,4600,137,True,3000,1,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1a/95/fa/917578701.jpg
95301029,Calle d'Alzira,Extramurs,Arrancapins,39.4673835,-0.3867751,918,2,750,flat,75,True,3,1,good,True,1,5610,187,False,3000,4,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/45/9c/81/914710038.jpg
91759956,Calle del Pare Lluís Navarro,Poblats Marítims,El Cabanyal-El Canyamelar,39.461393,-0.330631,4144,1,950,flat,70,True,2,1,good,False,1,2529,154,True,3000,2,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/86/db/36/822607963.jpg
94789232,Avenida de la Malva-Rosa,Poblats Marítims,Playa de la Malvarrosa,39.4793833,-0.326138,4480,5,1000,flat,78,True,3,1,good,False,1,491,210,True,3000,2,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/ee/e6/898057677.jpg
94777934,Calle dels Cavallers,Ciutat Vella,El Carme,39.4757966,-0.3783837,528,1,970,flat,80,True,2,1,good,False,1,4670,137,True,3000,1,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/73/4c/53/899682612.jpg
94694481,Avenida de la Malva-Rosa,Poblats Marítims,Playa de la Malvarrosa,39.4826452,-0.3284453,4379,0,800,flat,79,True,3,1,good,False,1,322,210,False,3000,1,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/41/ec/9e/895689335.jpg
94313951,Calle d'Antoni Reig i Ventura,Campanar,Nou Campanar,39.4807235,-0.4035603,2498,7,820,flat,95,False,2,2,good,True,1,6756,234,False,3000,3,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ce/db/67/885540872.jpg
94098426,Calle Jorge Juan,L'Eixample,El Pla del Remei,39.4669517,-0.3673991,963,2,1300,flat,90,False,2,1,good,True,1,4093,172,True,3000,4,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/7a/ce/889309277.jpg
94050105,Calle de l'Hort de Sant Valeri,Quatre Carreres,Na Rovella,39.4597551,-0.3582556,2062,1,1200,flat,100,True,2,2,good,True,1,3908,222,False,3000,1,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8d/d0/fa/878504347.jpg
93304615,Calle Santa Genoveva Torres,Rascanya,Sant Llorenç,39.4927754,-0.360913,2785,14,1250,flat,100,True,3,2,good,True,1,3247,218,False,3000,2,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/71/f5/859536383.jpg
93176793,Calle del Pare Lluís Navarro,Poblats Marítims,El Cabanyal-El Canyamelar,39.4655189,-0.3281505,4259,1,800,flat,70,True,2,2,good,False,1,2041,133,False,3000,1,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/5a/bf/856225884.jpg
90553030,Calle de Méndez Núñez,Poblats Marítims,El Grau,39.4603163,-0.3374876,3617,3,850,flat,87,True,3,1,good,False,1,2815,158,True,3000,1,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7d/3a/76/792960979.jpg
86742165,Calle Cirilo Amorós,L'Eixample,El Pla del Remei,39.4681884,-0.3651514999999999,1087,1,1100,flat,92,True,2,2,good,True,1,3859,172,False,3000,2,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d4/72/49/701583755.jpg
86718014,Colón,L'Eixample,El Pla del Remei,39.4705267,-0.3726884,396,7,780,flat,75,False,1,1,good,True,1,4352,147,True,3000,1,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/99/1c/0d/700920599.jpg
95756131,barrio Mestalla,El Pla del Real,Mestalla,39.4733459,-0.3530268,2092,2,575,flat,44,True,2,1,good,True,1,2671,204,True,3000,3,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/84/0b/927302672.jpg
95678223,Avenida de Burjassot,La Saïdia,Marxalenes,39.4843727,-0.3827535999999999,1547,2,845,flat,80,True,3,1,good,False,1,4962,215,True,3000,2,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c4/a7/2d/925748344.jpg
95654855,Calle de Balmes,Ciutat Vella,El Pilar,39.4740608,-0.3795147,380,4,850,flat,100,True,4,1,good,True,1,4805,161,False,3000,2,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/75/a0/88/924496826.jpg
95524120,Avenida de Burjassot,La Saïdia,Marxalenes,39.4818727,-0.3813535999999999,1246,2,845,flat,80,True,3,1,good,True,1,4846,194,False,3000,3,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/57/be/98/920865606.jpg
92035469,Calle de l'Arquitecte Alfaro,Poblats Marítims,El Grau,39.4623684,-0.3351271999999999,3743,2,700,flat,70,True,2,1,good,False,1,2529,224,True,3000,3,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3a/3d/2f/919894135.jpg
95375128,Calle ANTONI REIG I VENTURA,Campanar,Nou Campanar,39.4833235,-0.4059603,2813,7,790,flat,66,True,2,2,good,True,1,6954,250,False,3000,4,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a6/4c/c8/916680144.jpg
95347958,Calle del Cura Planelles,Poblats Marítims,El Cabanyal-El Canyamelar,39.4691319,-0.329325,4118,2,750,flat,68,True,3,1,good,False,1,1664,155,True,3000,1,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/83/d3/97/915909598.jpg
95350270,Olimpia Arozena Torres,L'Olivereta,Nou Moles,39.4694494,-0.3943146999999999,1477,2,750,flat,92,True,2,1,good,True,1,6162,205,False,3000,2,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/65/b9/c4/915966578.jpg
95318700,Calle dels Adreçadors,Ciutat Vella,El Mercat,39.4712439,-0.3788613999999999,140,3,900,flat,90,True,3,1,good,True,1,4831,122,True,3000,3,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e6/04/e9/915170889.jpg
95121293,Calle del Literat Gabriel Miró,Extramurs,La Petxina,39.4737101,-0.3911551,1228,4,720,flat,75,True,2,1,good,True,1,5791,184,True,3000,3,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/87/e8/0f/906769577.jpg
94836832,Calle Abén al Abbar,Camins al Grau,Albors,39.4674395,-0.3525953,2154,7,600,flat,51,True,2,1,good,True,1,2984,175,True,3000,4,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b7/a1/62/899389202.jpg
94554876,Archiduque Carlos,Patraix,Patraix,39.4641235,-0.3938847,1627,2,500,flat,71,True,2,1,good,True,1,6306,225,False,3000,2,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/38/88/ca/915979708.jpg
94180479,Calle de Pérez Pujol,Ciutat Vella,Sant Francesc,39.4691696,-0.3766736,222,5,875,flat,60,True,1,1,good,True,1,4725,111,False,3000,3,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c5/ff/a0/882004063.jpg
93204538,Calle Calderón de la Barca,La Saïdia,Trinitat,39.4843049,-0.3667464,1720,3,1200,flat,55,True,2,1,good,True,1,3588,188,True,3000,3,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/16/40/83/856928582.jpg
91610708,Avenida del Cardenal Benlloch,Algirós,L'Amistat,39.4736666,-0.3536790999999999,2041,1,780,flat,80,False,2,1,good,True,1,2707,204,False,3000,1,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/37/3f/cd/818963599.jpg
95760179,barrio Morvedre,La Saïdia,Morvedre,39.4846864,-0.3760478,1511,5,675,flat,80,False,3,1,good,True,1,4387,130,True,3000,1,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/06/4f/53/927417769.jpg
95659795,barrio Albors,Camins al Grau,Albors,39.4720305,-0.3544407,1959,4,610,flat,60,True,2,1,good,False,1,2845,204,False,3000,3,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/91/6c/59/924614986.jpg
95621182,Calle Pere Cabanes,Rascanya,Torrefiel,39.495765,-0.3787343999999999,2742,2,600,flat,80,True,2,1,good,True,1,4807,200,True,3000,4,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2c/8c/65/923561401.jpg
95573398,ALCALDE ALBORS,L'Olivereta,Nou Moles,39.4734616,-0.3952722999999999,1569,5,675,flat,65,False,3,1,good,True,1,6143,184,False,3000,1,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/de/05/60/922248334.jpg
95398892,Calle de Alboraya,La Saïdia,Trinitat,39.4852661,-0.3690362,1722,3,675,flat,87,True,3,1,good,True,1,3788,183,False,3000,1,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fa/82/62/917328051.jpg
94415028,Maestro Sosa,Extramurs,Arrancapins,39.4603563,-0.3885235999999999,1540,1,1300,flat,100,True,3,2,good,True,1,6044,186,False,3000,4,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6b/73/cb/914671627.jpg
94323522,Calle Poeta Artola,Algirós,La Vega Baixa,39.4753857,-0.3468577,2650,3,640,flat,70,True,1,1,good,True,1,2096,215,False,3000,2,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e8/94/5a/885826742.jpg
39691931,barrio El Mercat,Ciutat Vella,El Mercat,39.4753558,-0.3772786999999999,470,6,1650,flat,100,True,3,2,good,True,1,4587,137,False,3000,1,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/a8/e8/272520172.jpg
95752823,barrio Morvedre,La Saïdia,Morvedre,39.4853864,-0.3756478,1591,5,675,flat,80,True,3,1,good,True,1,4356,130,False,3000,4,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6b/2d/b8/927211167.jpg
95623515,barrio La Creu del Grau,Camins al Grau,La Creu del Grau,39.46202,-0.3445377,2983,2,660,flat,63,True,2,1,good,True,1,2940,172,True,3000,2,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e6/0c/aa/923628561.jpg
92481976,"Calle Barraca, 163",Poblats Marítims,El Cabanyal-El Canyamelar,39.469526,-0.3291248,4133,1,850,flat,60,True,1,1,good,False,1,1617,155,True,3000,4,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f8/5d/59/840754052.jpg
95613072,"Rubén Vela, 74",Quatre Carreres,En Corts,39.4530839,-0.3724912999999999,2046,7,950,flat,100,True,4,1,good,True,1,5316,198,False,3000,4,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/91/03/4a/923337545.jpg
95594411,Calle de Don Juan de Austria,Ciutat Vella,Sant Francesc,39.47028,-0.3732492,354,2,750,flat,40,True,1,1,good,True,1,4407,147,True,3000,2,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/70/bb/77/922832178.jpg
95583431,Calle Alfahuir,Rascanya,Sant Llorenç,39.4903636,-0.362129,2501,9,1150,flat,100,True,3,2,good,True,1,3276,229,True,3000,2,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/da/b7/ec/922526633.jpg
95572805,"Calle Filipinas, 13",L'Eixample,Russafa,39.4602331,-0.3778149,1211,5,1000,penthouse,100,True,2,1,good,True,1,5236,189,False,3000,1,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/12/3c/c9/926303907.jpg
95546630,barrio Patraix,Patraix,Patraix,39.4635282,-0.3904506,1414,5,830,flat,99,True,2,2,good,True,1,6055,225,True,3000,1,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/81/21/56/921496207.jpg
95543630,barrio Nou Campanar,Campanar,Nou Campanar,39.4818738,-0.4034002,2543,2,950,flat,81,True,2,2,good,True,1,6737,234,False,3000,2,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5b/0d/49/921408282.jpg
95395755,"Calle Escultor Jose Capuz, 3",Quatre Carreres,Mont-Olivet,39.4619338,-0.3626602,1615,4,1050,flat,100,True,2,2,good,True,1,4043,211,False,3000,1,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/6d/fa/917248338.jpg
95378060,Calle dels Sants Just i Pastor,Algirós,L'Illa Perduda,39.4649946,-0.3356195999999999,3636,5,650,flat,85,True,3,1,good,True,1,2274,224,False,3000,4,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b8/3e/bb/916966376.jpg
95695653,Calle Carmen Crespo,Benimaclet,Benimaclet,39.4864194,-0.356272,2475,1,700,flat,64,True,2,1,good,True,1,2705,208,False,3000,1,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/00/f7/cc/925735736.jpg
95695101,GIBRALTAR,L'Eixample,Russafa,39.4646091,-0.3771604,724,1,700,flat,70,True,2,1,good,True,1,4960,145,False,3000,2,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/2b/8b/925723568.jpg
95619832,barrio La Seu,Ciutat Vella,La Seu,39.471644,-0.3764629,88,2,1350,flat,100,True,2,2,good,True,1,4621,122,False,3000,1,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e8/bb/63/925645712.jpg
95679327,barrio El Pilar,Ciutat Vella,El Pilar,39.4728263,-0.3814149,405,1,850,flat,72,False,1,2,good,True,1,4996,161,True,3000,4,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/f1/ff/925186842.jpg
95670950,Calle de l'Hospital,Ciutat Vella,Sant Francesc,39.4709267,-0.3838958,571,1,500,studio,44,True,0,1,good,True,1,5256,161,False,3000,1,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6a/c3/d1/924959272.jpg
83110818,barrio Nou Moles,L'Olivereta,Nou Moles,39.4711756,-0.3998875999999999,1944,8,650,penthouse,50,True,1,1,good,True,1,6582,212,True,3000,3,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5c/93/fa/926623161.jpg
95653848,Calle de Conchita Piquer,Campanar,El Calvari,39.4886335,-0.3925507,2349,5,625,flat,72,True,3,1,good,True,1,5828,241,False,3000,4,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fa/c6/31/924455431.jpg
95648810,Calle Brasil,L'Olivereta,Nou Moles,39.4713938,-0.3974003,1730,2,700,flat,71,False,4,1,good,False,1,6369,212,False,3000,3,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7b/5f/03/924314243.jpg
95648365,Calle de Berni y Català,Rascanya,Torrefiel,39.4940135,-0.3770436,2545,2,850,flat,100,True,3,2,good,False,1,4616,188,True,3000,3,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7e/11/93/924301683.jpg
95616617,"Pechina, 66",L'Olivereta,Nou Moles,39.4737493,-0.4012513,2081,5,900,penthouse,100,True,3,2,good,True,1,6643,257,False,3000,2,4,True,https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/dd/0f/24/923448565.jpg
95557795,Calle Salvador Giner,Ciutat Vella,El Carme,39.47971,-0.37947,973,3,1100,flat,90,True,3,2,good,True,1,4701,194,True,3000,2,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5e/fb/ec/921817074.jpg
95498873,Calle la Guardia Civil,Benimaclet,Benimaclet,39.4799933,-0.3550319,2145,3,750,flat,100,True,3,2,good,True,1,2615,230,False,3000,2,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/82/2c/c3/919994435.jpg
95437324,"Avenida de Francia, 55",Camins al Grau,Penya-Roja,39.4591591,-0.3453311,3044,5,799,flat,65,True,1,1,good,True,1,3243,176,False,3000,4,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ff/e4/2a/918394267.jpg
95431375,barrio La Llum,L'Olivereta,La Llum,39.4658933,-0.4118177,3024,1,750,flat,84,True,2,2,good,True,1,7716,231,True,3000,4,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1b/cb/6a/918185405.jpg
95428178,Calle de l'Hospital,Ciutat Vella,El Pilar,39.4708536,-0.3836373999999999,550,3,700,flat,55,True,2,2,good,True,1,5237,161,False,3000,2,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/06/cd/fe/918091655.jpg
37293507,"Calle del mar, 5",Ciutat Vella,La Seu,39.474241,-0.3749020999999999,400,2,1400,flat,90,True,2,2,good,True,1,4415,122,True,3000,4,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1f/70/e2/214120541.jpg
95382420,"Calle Escultor José Capuz, 10",Quatre Carreres,Mont-Olivet,39.4615546,-0.362828,1631,5,1050,flat,100,True,2,2,good,True,1,4080,202,False,3000,2,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1b/f8/ff/916879575.jpg
86289934,Calle de Don Juan de Austria,Ciutat Vella,Sant Francesc,39.4698872,-0.3743401,284,2,750,flat,50,True,1,2,good,True,1,4510,111,False,3000,3,3,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/04/6e/2f/688496459.jpg
95214462,Calle del Triador,Ciutat Vella,El Pilar,39.4712244,-0.3812962,348,1,1050,flat,78,True,3,1,good,False,1,5032,161,True,3000,4,2,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e0/66/da/912282145.jpg
95200218,barrio En Corts,Quatre Carreres,En Corts,39.4543899,-0.3734567,1888,7,675,flat,87,False,3,1,good,True,1,5289,165,False,3000,2,4,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/70/f1/11/926549061.jpg
